activity_id;title;standard_id;gender_id;difficulty_level_id;activity_game_type_id;priority_id;act_category_id;parent_desc;child_desc;purpose_outcome;act_frequency_id;points;is_foundational;min_time_minutes;max_time_minutes;is_safety_risk;is_festival;festival_id;is_discrematory;is_external_dependency;is_parent_supervision;is_parent_involment;parent_involment_level_id;is_screen_time;screen_time_category_id;is_negative_effects;is_free;is_archived;created_by;updated_by;created_date;updated_date;revision
308;Storytelling;1;3;3;3;3;3;story telling (xyz);Do It now;Understanding the story;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
309;Walk the Lines;1;2;1;3;1;4;(xyz);abc;Understanding the story;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
310;Pin the tail;1;3;3;2;3;3;Play pin the tail on the donkey with your child. Encourage child even if he does not succeed initially.;Nothing;Improves childs spatial awareness;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
311;Nature stroll;1;3;1;1;1;1;Take your child out to  a park or hill. Have them observe various trees, plants, animals, birds and insects. They can collect leaves and flowers to preserve in notebooks.;abc;improves observation skills;1;40;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
312;Dancing fun;1;3;2;2;2;2;Give your child satin ribbons in each hand, play some music and ask them to dance Offer a choice of music.;abc;improves dancing skills;3;50;f;20;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
313;Hello Game;1;3;2;2;2;2;Ask child to say hello to people they meet while going to/coming back from school you can teach them to say hello in different languages;xyz;improves gaming skills;4;50;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
330;Collage;4;3;1;;1;4;Your child will draw/ paint a small picture using their non dominant hand;xyz;improves focus and sharpens brain function;2;30;f;20;40;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
314;Sprinkle paint;1;1;3;3;3;4;Ask child to say hello to people they meet while going to/coming back from school you can teach them to say hello in different languages;xyz;improves painting skills;4;50;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
315;soduko;1;3;2;;2;3;Play a game of scrabble with your child.;;Improves vocabulary and spellings;2;40;f;15;25;f;f;;f;f;t;t;;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
316;Find a word;1;3;2;;2;3;Play a game of scrabble with your child.;;Improves vocabulary and spellings;2;40;f;15;25;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
317;Art corner;1;3;2;;2;3;Play a game of scrabble with your child.;;Improves vocabulary and spellings;2;40;f;15;25;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
318;Draw and Paint;1;3;1;;1;4;Your child will make a collage using dried leaves/twigs and flowers that they collect themselves;abc;This activity encourages exploration and enhances their creativity.;4;50;f;40;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
319;Collage;1;3;1;;1;4;Your child will draw/ paint a small picture using their non dominant hand;xyz;improves focus and sharpens brain function;2;30;f;20;40;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
320;Draw and Paint;1;3;1;;1;4;Your child will draw/ paint a small picture using their non dominant hand;xyz;improves focus and sharpens brain function;2;30;f;20;40;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
321;Jogging time;1;3;1;;1;4;Go with your child for a short jog in the neighbourhood. Later ask child to draw a picture of what he/ she observed. This picture should have at least 7-8 elements that they saw;discription-jogging;This activity enhances observation skills and encourages attention to detail.;4;30;f;20;40;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
322;Guess the instrument;1;3;2;2;2;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;5;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
323;Guess the instrument;1;2;2;2;2;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;5;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
324;Learning Animals;1;3;2;1;2;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;5;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
106;Science Fair 7;10;1;3;2;3;3;Organize a science fair.;Present science projects and experiments.;Encourages scientific inquiry, research skills, and public speaking.;4;120;t;60;120;f;t;18;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-11 11:00:00;;0
107;Drama Production 7;10;1;3;3;3;3;Stage a drama production.;Perform a play or skit.;Builds confidence, teamwork, and creative expression.;4;150;t;90;150;f;t;12;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-11 12:00:00;;0
108;Coding Workshop 7;10;1;3;2;3;3;Participate in a coding workshop.;Learn basic programming skills.;Enhances computational thinking, problem-solving, and creativity.;4;120;t;60;120;f;t;16;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-11 13:00:00;;0
109;Debate Club 7;10;1;3;3;3;3;Join a debate club.;Engage in structured debates on various topics.;Improves critical thinking, public speaking, and research skills.;4;90;t;60;90;f;t;18;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-11 14:00:00;;0
110;Math Club 7;10;1;3;2;3;3;Join the school math club.;Solve math problems and participate in math competitions.;Enhances problem-solving and analytical skills.;4;85;t;50;100;f;f;;f;f;f;f;1;f;2;f;t;f;test_user;;2024-06-11 00:00:00;;0
111;Debate Team 7;10;2;2;1;2;3;Join the debate team.;Participate in debates on various topics.;Develops critical thinking and public speaking skills.;5;90;t;60;120;f;f;;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-11 00:30:00;;0
112;Coding Club 7;10;1;3;2;3;3;Join the coding club.;Learn to code and create software projects.;Develops computational thinking and coding skills.;4;100;t;60;150;f;f;;f;f;f;f;2;f;2;f;t;f;test_user;;2024-06-11 01:00:00;;0
113;Sports Club 7;10;1;2;1;1;3;Join the sports club.;Participate in various sports activities.;Promotes physical fitness and teamwork.;3;120;t;60;180;t;f;;f;f;f;f;2;f;1;f;t;f;test_user;;2024-06-11 01:30:00;;0
114;Music Club 7;10;2;1;3;3;3;Join the music club.;Learn and play musical instruments.;Encourages musical talent and teamwork.;4;90;t;60;120;f;f;;f;f;t;t;2;f;1;f;t;f;test_user;;2024-06-11 02:00:00;;0
115;Literature Club 7;10;2;2;1;3;3;Join the literature club.;Read and discuss literature.;Enhances reading comprehension and critical thinking.;4;80;t;60;90;f;f;;f;f;f;f;1;f;1;f;t;f;test_user;;2024-06-11 02:30:00;;0
116;Chess Club 7;10;1;2;2;3;1;Join the chess club.;Play chess and participate in tournaments.;Improves strategic thinking and concentration.;4;80;t;30;90;f;f;;f;f;f;f;1;f;1;f;t;f;test_user;;2024-06-11 03:00:00;;0
117;Photography Club 7;10;2;1;3;3;3;Join the photography club.;Learn photography skills and techniques.;Enhances creativity and technical skills.;4;85;t;60;120;f;f;;f;f;t;t;2;f;2;f;t;f;test_user;;2024-06-11 03:30:00;;0
136;Emotions Charades;10;2;1;2;1;3;Your family will engage in a game to explore how tone influences communication and emotions. Through this activity, you will learn how the way you speak affects how others understand you and perceive your emotions.;This activity helps you see if your child can express emotions well and understand how others feel.;Hi _____, play a game with your family on how the tone odour voices affects, how others understand our emotions. This activity is all about understanding how someone feels just by the way they say a sentence.;4;40;f;15;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
137;Financial Literacy;10;3;3;3;3;1;Your child will maintain a spending journal for a week. They will note down every purchase they make, along with how much they spend.;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;4;40;f;15;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
138;Financial Literacy;10;3;2;2;2;2;Your child will maintain a spending journal for a week. They will note down every purchase they make, along with how much they spend.;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;3;40;f;15;30;f;f;;f;f;t;t;3;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
139;Financial Literacy;10;3;3;2;3;2;Encourage your child to read a book this week and share their thoughts in a review. What did they enjoy? What could have been better?;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;3;40;f;15;30;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
140;Hilarious Headlines;10;1;1;2;1;1;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;1;40;f;10;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
141;Preparing tea/coffee;10;1;2;2;2;2;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;4;500;f;40;50;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
142;Newspaper Puzzle;10;1;2;3;1;4;Create a daily puzzle for your child by cutting a newspaper photo into 9-12 pieces for them to solve and enjoy.;xyz;Child gets habituated to go through newspaper daily Turning pages of paper improves fine motor skills;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
143;Big and Small;10;3;3;2;2;2;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
144;Big and Small;10;1;3;1;1;1;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
145;Big and Small;10;1;3;1;1;1;Talk about the various elements of a neighbourhood, such as houses, workplaces, gardens, stores, banks, and hospitals.(Ask child what they have observed in their own neighbourhood.) Ask your child to circle any photographs in the newspaper that include objects they observe in the neighbourhood.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
146;Guess the sound;10;1;3;1;1;1;Let kids make guesses while you play common noises like sirens and mixers, as well as animal sounds.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
147;Veggie Printing;10;3;2;2;2;3;xyz;Do It;Understanding the concept of volume;2;30;t;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
148;Prepare the dining table;10;1;1;1;1;1;xyz;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
149;Shlok Time;10;3;2;2;2;3;Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this). You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc. encourage child to make a special arrangement when you have guests.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
150;Tune your Ears;10;2;3;3;3;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;3;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
151;Tune your Ears;10;1;1;1;1;1;Every evening, have your kid recite shubhamkaroti shloka and then touch the feet of the elderly in the house to take blessings;Do It;Understanding the concept of volume;1;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
178;Mindfulness Meditation Club 2;10;3;2;3;3;3;Start a mindfulness meditation club.;Practice mindfulness and meditation techniques.;Promotes mental well-being, stress reduction, and self-awareness.;4;90;t;45;90;f;t;16;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-10 06:00:00;;0
179;Adventure Club 2;10;3;2;2;3;3;Start an adventure club.;Organize outdoor adventures like hiking, camping, and rock climbing.;Promotes physical fitness, resilience, and teamwork in challenging environments.;4;75;t;60;120;f;t;8;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-10 07:00:00;;0
180;DIY Crafts Club 2;10;3;2;2;3;3;Start a DIY crafts club.;Create various crafts and DIY projects.;Fosters creativity, fine motor skills, and problem-solving.;4;75;t;60;120;f;t;16;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-10 08:00:00;;0
181;Robotics Club 4;10;1;3;2;3;3;Join a robotics club.;Build and program simple robots.;Enhances STEM skills, problem-solving, and teamwork.;4;90;t;45;90;f;t;16;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-10 21:00:00;;0
182;Drama Club 4;10;1;2;3;3;3;Participate in a drama club.;Perform plays and skits.;Develops confidence, teamwork, and creative expression.;4;75;t;60;120;f;t;12;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-10 22:00:00;;0
183;Photography Club 4;10;1;2;2;3;3;Join a photography club.;Learn basic photography skills and techniques.;Fosters creativity, observation skills, and artistic expression.;4;75;t;60;120;f;t;8;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-11 08:00:00;;0
184;Chess Club 4;10;1;3;1;3;3;Join a chess club.;Learn and play chess games.;Enhances strategic thinking, patience, and problem-solving skills.;4;90;t;45;90;f;t;16;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-11 09:00:00;;0
185;Environmental Club 4;10;1;2;2;3;3;Join an environmental club.;Participate in activities promoting environmental awareness.;Develops responsibility, teamwork, and environmental stewardship.;4;75;t;60;120;f;t;16;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-11 10:00:00;;0
186;Science Experiment Club 2;5;1;2;2;3;3;Start a science experiment club.;Conduct various scientific experiments and explore concepts.;Encourages curiosity, inquiry, and hands-on learning.;4;90;t;45;90;f;t;8;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-08 19:00:00;;0
187;Music Band 2;5;2;3;3;2;4;Form a music band.;Practice instruments and perform together.;Enhances musical abilities, collaboration, and creativity.;4;75;t;60;120;f;t;12;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-08 20:00:00;;0
188;Robotics Club 2;5;1;2;1;3;3;Start a robotics club.;Build and program robots for various challenges.;Promotes engineering, problem-solving, and teamwork.;3;90;t;45;90;f;t;16;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-08 21:00:00;;0
189;Outdoor Sports 2;5;2;3;2;2;4;Organize outdoor sports activities.;Play various sports like football, basketball, and volleyball.;Promotes physical fitness, teamwork, and sportsmanship.;4;75;t;60;120;f;t;11;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-08 22:00:00;;0
190;Book Club 2;5;1;2;3;1;3;Start a book club.;Read and discuss books together.;Fosters a love for reading, critical thinking, and communication.;3;60;t;30;60;f;t;6;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-08 23:00:00;;0
191;Chess Club 2;5;2;3;1;2;4;Start a chess club.;Learn and play chess.;Develops strategic thinking, concentration, and decision-making.;4;60;t;45;90;f;t;14;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-08 23:00:00;;0
192;Art and Craft Club 2;5;2;3;2;3;4;Start an art and craft club.;Create various artworks using different techniques and materials.;Fosters creativity, imagination, and fine motor skills.;3;60;t;45;90;f;t;7;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-09 09:00:00;;0
193;Drama Club 2;5;2;3;2;3;4;Start a drama club.;Practice acting and stage performances.;Enhances communication skills, creativity, and self-expression.;4;90;t;60;120;f;t;13;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-09 10:00:00;;0
194;Nature Club 2;5;2;3;2;3;4;Start a nature club.;Explore and learn about the natural world through outdoor activities.;Promotes environmental awareness, curiosity, and appreciation for nature.;4;75;t;60;120;f;t;15;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-09 11:00:00;;0
195;Coding Club 2;5;2;3;1;3;4;Start a coding club.;Learn and practice coding skills through projects and challenges.;Enhances problem-solving abilities, logical thinking, and creativity.;3;90;t;45;90;f;t;17;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-09 12:00:00;;0
196;Science Experiment Club 2;5;1;2;2;3;3;Start a science experiment club.;Conduct various scientific experiments and explore concepts.;Encourages curiosity, inquiry, and hands-on learning.;4;90;t;45;90;f;t;8;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-08 19:00:00;;0
197;Music Band 2;5;2;3;3;2;4;Form a music band.;Practice instruments and perform together.;Enhances musical abilities, collaboration, and creativity.;4;75;t;60;120;f;t;12;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-08 20:00:00;;0
198;Robotics Club 2;5;1;2;1;3;3;Start a robotics club.;Build and program robots for various challenges.;Promotes engineering, problem-solving, and teamwork.;3;90;t;45;90;f;t;16;f;f;t;t;3;f;3;f;t;f;test_user;;2024-06-08 21:00:00;;0
199;soduko;5;3;2;;2;3;Play a game of scrabble with your child.;;Improves vocabulary and spellings;2;40;f;15;25;f;f;;f;f;t;t;;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
200;Find a word;5;3;2;;2;3;Play a game of scrabble with your child.;;Improves vocabulary and spellings;2;40;f;15;25;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
201;Art corner;5;3;2;;2;3;Play a game of scrabble with your child.;;Improves vocabulary and spellings;2;40;f;15;25;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
202;Draw and Paint;5;3;1;;1;4;Your child will make a collage using dried leaves/twigs and flowers that they collect themselves;abc;This activity encourages exploration and enhances their creativity.;4;50;f;40;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
203;Collage;5;3;1;;1;4;Your child will draw/ paint a small picture using their non dominant hand;xyz;improves focus and sharpens brain function;2;30;f;20;40;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
204;Draw and Paint;5;3;1;;1;4;Your child will draw/ paint a small picture using their non dominant hand;xyz;improves focus and sharpens brain function;2;30;f;20;40;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
205;Jogging time;5;3;1;;1;4;Go with your child for a short jog in the neighbourhood. Later ask child to draw a picture of what he/ she observed. This picture should have at least 7-8 elements that they saw;discription-jogging;This activity enhances observation skills and encourages attention to detail.;4;30;f;20;40;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
206;Guess the instrument;5;3;2;2;2;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;5;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
207;Guess the instrument;5;2;2;2;2;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;5;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
208;Jogging time;5;1;2;2;2;2;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;child should guess;Your child wil listen to some instrumental music and try to  identify the instrument. After this activity engage in conversation with child about various musical instruments;5;40;f;20;60;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
209;Family Calendar;5;3;2;1;2;1;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;2;40;f;10;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
210;Study Planner;5;1;1;2;2;2;Your child will create a weekly study plan or schedule to help them organize their learning goals and tasks effectively.;Hi _____, create a weekly study schedule where you plan what subjects you need to study, any homework assignments, and any other tasks you need to complete. This will help you stay on track and make sure you have enough time for everything. you need to complete. This will help you stay on track and make sure you have enough time for everything. Following Study plan on regular basis will help you to reflect back on strategy and make changes ;This task will help them develop goal setting, organizational, and time management skills.;1;20;f;10;20;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
211;Study Planner;5;3;3;1;2;3;Your child will create a weekly study plan or schedule to help them organize their learning goals and tasks effectively.;Hi _____, create a weekly study schedule where you plan what subjects you need to study, any homework assignments, and any other tasks you need to complete. This will help you stay on track and make sure you have enough time for everything. you need to complete. This will help you stay on track and make sure you have enough time for everything. Following Study plan on regular basis will help you to reflect back on strategy and make changes ;This task will help them develop goal setting, organizational, and time management skills.;1;20;f;10;20;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
212;Meal Tracker;5;3;3;1;3;4;Encourage your child to create a food chart and record their daily meals for the week.;Hi _______, please create a food chart and write down everything you eat for each meal every day. This way, you can keep track of what you are eating and learn more about your food choices. Its a great way to become more aware of your dietary habits (that is how much junk food vs healthy food you are consuming) and make healthier decisions.;This activity promotes awareness of dietary habits and encourages healthy eating practices. By documenting their meals, your child will gain insight into their food choices ;3;25;f;10;25;f;f;;f;f;t;t;3;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
213;Emotions Charades;5;2;1;2;1;3;Your family will engage in a game to explore how tone influences communication and emotions. Through this activity, you will learn how the way you speak affects how others understand you and perceive your emotions.;This activity helps you see if your child can express emotions well and understand how others feel.;Hi _____, play a game with your family on how the tone odour voices affects, how others understand our emotions. This activity is all about understanding how someone feels just by the way they say a sentence.;4;40;f;15;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
214;Financial Literacy;5;3;3;3;3;1;Your child will maintain a spending journal for a week. They will note down every purchase they make, along with how much they spend.;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;4;40;f;15;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
331;Draw and Paint;4;3;1;;1;4;Your child will draw/ paint a small picture using their non dominant hand;xyz;improves focus and sharpens brain function;2;30;f;20;40;f;f;;f;f;t;t;1;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
215;Financial Literacy;5;3;2;2;2;2;Your child will maintain a spending journal for a week. They will note down every purchase they make, along with how much they spend.;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;3;40;f;15;30;f;f;;f;f;t;t;3;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
216;Financial Literacy;5;3;3;2;3;2;Encourage your child to read a book this week and share their thoughts in a review. What did they enjoy? What could have been better?;Hi _______, maintain an EXPENSE TRACKER ( spending journal ) for one week, writing down every purchase you make along with the amount spent. Categorize items in WANTs Vs NEEDS, and reflect back.;This activity promotes financial awareness and responsibility.;3;40;f;15;30;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
217;Hilarious Headlines;5;1;1;2;1;1;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;1;40;f;10;30;f;f;;f;f;t;t;1;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
218;Preparing tea/coffee;5;1;2;2;2;2;Your child will take charge of crafting a family calendar to coordinate activities for all family members, ensuring everyone enjoys quality time together.;Hi ______ you will be in charge of creating a family calendar. Organize the schedules of all family members in a common calendar so you can understand when you guys can spend quality time together. Be creative you can include holidays, birthdays or other events where you all can spend time together.;This activity will help your child develop interpersonal intelligence through collaboration and understanding everyones needs. This will also help develop;4;500;f;40;50;f;f;;f;f;t;t;2;f;;f;t;f;Shaurya;;2024-06-03 12:00:00;;0
219;Newspaper Puzzle;5;1;2;3;1;4;Create a daily puzzle for your child by cutting a newspaper photo into 9-12 pieces for them to solve and enjoy.;xyz;Child gets habituated to go through newspaper daily Turning pages of paper improves fine motor skills;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
220;Big and Small;5;3;3;2;2;2;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
221;Big and Small;5;1;3;1;1;1;Give your child containers of different sizes, and ask them to fill cotton balls in them. (Ask your child which container has more and less cotton? Explain the concept of big and small containers.);abc;Understanding the concept of volume;2;40;f;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
222;Big and Small;5;1;3;1;1;1;Talk about the various elements of a neighbourhood, such as houses, workplaces, gardens, stores, banks, and hospitals.(Ask child what they have observed in their own neighbourhood.) Ask your child to circle any photographs in the newspaper that include objects they observe in the neighbourhood.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
223;Guess the sound;5;1;3;1;1;1;Let kids make guesses while you play common noises like sirens and mixers, as well as animal sounds.;Do It;Understanding the concept of volume;1;30;t;20;30;f;f;;f;f;t;t;2;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
224;Veggie Printing;5;3;2;2;2;3;xyz;Do It;Understanding the concept of volume;2;30;t;20;30;f;f;;f;f;t;t;3;f;;f;t;f;pratik;;2024-06-03 12:00:00;;0
